"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","#A03504","","#A03506",""
"地域 コード","地域","調査年 コード","調査年","/項目","#A03504_15歳未満人口割合【％】","注釈","#A03506_65歳以上人口割合【％】","注釈"
"01304","北海道 新篠津村","2000100000","2000年度","","13.122","","22.944",""
"01304","北海道 新篠津村","1995100000","1995年度","","14.647","","19.279",""
"01304","北海道 新篠津村","1990100000","1990年度","","17.686","","16.216",""
"01304","北海道 新篠津村","1985100000","1985年度","","20.349","","13.868",""
"01304","北海道 新篠津村","1980100000","1980年度","","22.804","","10.835",""
"01331","北海道 松前町","2015100000","2015年度","","7.387","","45.959",""
"01331","北海道 松前町","2010100000","2010年度","","9.042","","37.997",""
"01331","北海道 松前町","2005100000","2005年度","","11.382","","31.499",""
"01331","北海道 松前町","2000100000","2000年度","","13.144","","26.719",""
"01331","北海道 松前町","1995100000","1995年度","","16.311","","21.381",""
"01331","北海道 松前町","1990100000","1990年度","","20.560","","16.787",""
"01331","北海道 松前町","1985100000","1985年度","","24.863","","12.100",""
"01331","北海道 松前町","1980100000","1980年度","","27.762","","10.015",""
"01332","北海道 福島町","2015100000","2015年度","","7.485","","41.904",""
"01332","北海道 福島町","2010100000","2010年度","","8.721","","36.605",""
"01332","北海道 福島町","2005100000","2005年度","","10.293","","31.101",""
"01332","北海道 福島町","2000100000","2000年度","","12.362","","25.754",""
"01332","北海道 福島町","1995100000","1995年度","","15.370","","21.238",""
"01332","北海道 福島町","1990100000","1990年度","","19.541","","16.792",""
"01332","北海道 福島町","1985100000","1985年度","","23.014","","12.708",""
"01332","北海道 福島町","1980100000","1980年度","","25.825","","10.066",""
"01333","北海道 知内町","2015100000","2015年度","","10.918","","34.214",""
"01333","北海道 知内町","2010100000","2010年度","","12.534","","29.602",""
"01333","北海道 知内町","2005100000","2005年度","","13.787","","26.694",""
"01333","北海道 知内町","2000100000","2000年度","","15.261","","23.080",""
"01333","北海道 知内町","1995100000","1995年度","","18.569","","17.935",""
"01333","北海道 知内町","1990100000","1990年度","","22.247","","14.069",""
"01333","北海道 知内町","1985100000","1985年度","","23.333","","11.328",""
"01333","北海道 知内町","1980100000","1980年度","","25.316","","10.200",""
"01334","北海道 木古内町","2015100000","2015年度","","6.752","","44.073",""
"01334","北海道 木古内町","2010100000","2010年度","","8.276","","38.738",""
"01334","北海道 木古内町","2005100000","2005年度","","10.259","","33.566",""
"01334","北海道 木古内町","2000100000","2000年度","","12.408","","28.207",""
"01334","北海道 木古内町","1995100000","1995年度","","14.614","","22.758",""
"01334","北海道 木古内町","1990100000","1990年度","","17.927","","18.950",""
"01334","北海道 木古内町","1985100000","1985年度","","20.693","","14.513",""
"01334","北海道 木古内町","1980100000","1980年度","","23.576","","11.667",""
"01337","北海道 七飯町","2015100000","2015年度","","12.034","","32.212",""
"01337","北海道 七飯町","2010100000","2010年度","","12.673","","27.833",""
"01337","北海道 七飯町","2005100000","2005年度","","13.985","","24.363",""
"01337","北海道 七飯町","2000100000","2000年度","","15.187","","21.034",""
"01337","北海道 七飯町","1995100000","1995年度","","17.041","","17.485",""
"01337","北海道 七飯町","1990100000","1990年度","","18.762","","15.006",""
"01337","北海道 七飯町","1985100000","1985年度","","21.498","","12.602",""
"01337","北海道 七飯町","1980100000","1980年度","","23.219","","10.683",""
"01343","北海道 鹿部町","2015100000","2015年度","","10.009","","35.920",""
"01343","北海道 鹿部町","2010100000","2010年度","","11.244","","27.690",""
"01343","北海道 鹿部町","2005100000","2005年度","","14.149","","22.708",""
"01343","北海道 鹿部町","2000100000","2000年度","","17.139","","18.260",""
"01343","北海道 鹿部町","1995100000","1995年度","","20.178","","14.828",""
"01343","北海道 鹿部町","1990100000","1990年度","","22.494","","11.549",""
"01343","北海道 鹿部町","1985100000","1985年度","","25.455","","9.418",""
"01343","北海道 鹿部町","1980100000","1980年度","","28.717","","8.900",""
"01345","北海道 森町","2015100000","2015年度","","11.257","","34.654",""
"01345","北海道 森町","2010100000","2010年度","","12.235","","29.184",""
"01345","北海道 森町","2005100000","2005年度","","13.009","","25.704",""
"01345","北海道 森町","2000100000","2000年度","","13.725","","23.002",""
"01345","北海道 森町","1995100000","1995年度","","15.776","","18.942",""
"01345","北海道 森町","1990100000","1990年度","","18.910","","15.229",""
"01345","北海道 森町","1985100000","1985年度","","23.165","","12.612",""
"01345","北海道 森町","1980100000","1980年度","","25.623","","10.023",""
"01346","北海道 八雲町","2015100000","2015年度","","11.402","","31.121",""
"01346","北海道 八雲町","2010100000","2010年度","","12.378","","26.656",""
"01346","北海道 八雲町","2005100000","2005年度","","13.487","","24.177",""
"01346","北海道 八雲町","2000100000","2000年度","","15.235","","21.294",""
"01346","北海道 八雲町","1995100000","1995年度","","17.844","","18.727",""
"01346","北海道 八雲町","1990100000","1990年度","","20.575","","15.189",""
"01346","北海道 八雲町","1985100000","1985年度","","23.180","","12.802",""
"01346","北海道 八雲町","1980100000","1980年度","","24.102","","10.797",""
"01347","北海道 長万部町","2015100000","2015年度","","8.556","","36.956",""
"01347","北海道 長万部町","2010100000","2010年度","","9.114","","34.951",""
"01347","北海道 長万部町","2005100000","2005年度","","10.053","","33.628",""
"01347","北海道 長万部町","2000100000","2000年度","","12.002","","27.913",""
"01347","北海道 長万部町","1995100000","1995年度","","14.307","","22.266",""
"01347","北海道 長万部町","1990100000","1990年度","","16.128","","17.015",""
"01347","北海道 長万部町","1985100000","1985年度","","20.142","","13.471",""
"01347","北海道 長万部町","1980100000","1980年度","","21.383","","10.687",""
"01361","北海道 江差町","2015100000","2015年度","","9.918","","34.420",""
"01361","北海道 江差町","2010100000","2010年度","","11.562","","30.453",""
"01361","北海道 江差町","2005100000","2005年度","","12.684","","26.444",""
"01361","北海道 江差町","2000100000","2000年度","","14.052","","21.818",""
"01361","北海道 江差町","1995100000","1995年度","","16.680","","18.016",""
"01361","北海道 江差町","1990100000","1990年度","","19.536","","14.958",""
"01361","北海道 江差町","1985100000","1985年度","","22.196","","12.589",""
"01361","北海道 江差町","1980100000","1980年度","","23.991","","11.084",""
"01362","北海道 上ノ国町","2015100000","2015年度","","10.377","","39.848",""
"01362","北海道 上ノ国町","2010100000","2010年度","","11.514","","33.917",""
"01362","北海道 上ノ国町","2005100000","2005年度","","13.480","","29.422",""
"01362","北海道 上ノ国町","2000100000","2000年度","","14.402","","24.133",""
"01362","北海道 上ノ国町","1995100000","1995年度","","16.223","","20.474",""
"01362","北海道 上ノ国町","1990100000","1990年度","","18.046","","17.039",""
"01362","北海道 上ノ国町","1985100000","1985年度","","21.638","","12.931",""
"01362","北海道 上ノ国町","1980100000","1980年度","","25.673","","10.610",""
"01363","北海道 厚沢部町","2015100000","2015年度","","10.867","","38.429",""
"01363","北海道 厚沢部町","2010100000","2010年度","","10.978","","34.747",""
"01363","北海道 厚沢部町","2005100000","2005年度","","11.330","","31.770",""
"01363","北海道 厚沢部町","2000100000","2000年度","","12.458","","27.953",""
"01363","北海道 厚沢部町","1995100000","1995年度","","14.262","","23.528",""
"01363","北海道 厚沢部町","1990100000","1990年度","","16.994","","18.175",""
"01363","北海道 厚沢部町","1985100000","1985年度","","20.111","","13.633",""
"01363","北海道 厚沢部町","1980100000","1980年度","","23.754","","10.784",""
"01364","北海道 乙部町","2015100000","2015年度","","9.857","","40.399",""
"01364","北海道 乙部町","2010100000","2010年度","","11.230","","34.392",""
"01364","北海道 乙部町","2005100000","2005年度","","12.313","","30.046",""
"01364","北海道 乙部町","2000100000","2000年度","","13.397","","24.674",""
"01364","北海道 乙部町","1995100000","1995年度","","15.751","","21.136",""
"01364","北海道 乙部町","1990100000","1990年度","","17.801","","16.886",""
"01364","北海道 乙部町","1985100000","1985年度","","21.194","","14.496",""
"01364","北海道 乙部町","1980100000","1980年度","","25.331","","12.672",""
"01367","北海道 奥尻町","2015100000","2015年度","","9.405","","36.989",""
"01367","北海道 奥尻町","2010100000","2010年度","","10.452","","32.740",""
"01367","北海道 奥尻町","2005100000","2005年度","","12.874","","27.422",""
"01367","北海道 奥尻町","2000100000","2000年度","","13.568","","24.126",""
"01367","北海道 奥尻町","1995100000","1995年度","","16.461","","18.182",""
"01367","北海道 奥尻町","1990100000","1990年度","","20.004","","15.595",""
"01367","北海道 奥尻町","1985100000","1985年度","","21.996","","12.409",""
"01367","北海道 奥尻町","1980100000","1980年度","","24.936","","10.036",""
"01370","北海道 今金町","2015100000","2015年度","","10.057","","37.260",""
"01370","北海道 今金町","2010100000","2010年度","","10.653","","33.091",""
"01370","北海道 今金町","2005100000","2005年度","","12.079","","30.080",""
"01370","北海道 今金町","2000100000","2000年度","","13.322","","25.500",""
"01370","北海道 今金町","1995100000","1995年度","","16.620","","20.557",""
"01370","北海道 今金町","1990100000","1990年度","","18.923","","16.200",""
"01370","北海道 今金町","1985100000","1985年度","","22.263","","12.739",""
"01370","北海道 今金町","1980100000","1980年度","","22.833","","11.124",""
"01371","北海道 せたな町","2015100000","2015年度","","8.840","","42.358",""
"01371","北海道 せたな町","2010100000","2010年度","","10.626","","37.643",""
"01371","北海道 せたな町","2005100000","2005年度","","11.565","","33.448",""
"01371","北海道 せたな町","2000100000","2000年度","","12.371","","28.652",""
"01371","北海道 せたな町","1995100000","1995年度","","14.599","","23.887",""
"01371","北海道 せたな町","1990100000","1990年度","","16.954","","18.762",""
"01371","北海道 せたな町","1985100000","1985年度","","20.371","","15.405",""
"01371","北海道 せたな町","1980100000","1980年度","","23.463","","12.386",""
"01391","北海道 島牧村","2015100000","2015年度","","7.872","","40.560",""
"01391","北海道 島牧村","2010100000","2010年度","","10.051","","37.956",""
"01391","北海道 島牧村","2005100000","2005年度","","11.072","","35.220",""
"01391","北海道 島牧村","2000100000","2000年度","","12.365","","29.811",""
"01391","北海道 島牧村","1995100000","1995年度","","14.429","","26.510",""
"01391","北海道 島牧村","1990100000","1990年度","","15.388","","20.304",""
"01391","北海道 島牧村","1985100000","1985年度","","19.190","","15.757",""
"01391","北海道 島牧村","1980100000","1980年度","","22.243","","12.938",""
"01392","北海道 寿都町","2015100000","2015年度","","10.169","","36.978",""
"01392","北海道 寿都町","2010100000","2010年度","","9.759","","35.289",""
"01392","北海道 寿都町","2005100000","2005年度","","10.043","","32.345",""
"01392","北海道 寿都町","2000100000","2000年度","","11.351","","29.849",""
"01392","北海道 寿都町","1995100000","1995年度","","14.552","","26.061",""
"01392","北海道 寿都町","1990100000","1990年度","","16.900","","21.449",""
"01392","北海道 寿都町","1985100000","1985年度","","19.829","","16.318",""
"01392","北海道 寿都町","1980100000","1980年度","","22.025","","13.941",""
"01393","北海道 黒松内町","2015100000","2015年度","","11.291","","37.346",""
"01393","北海道 黒松内町","2010100000","2010年度","","12.246","","35.477",""
"01393","北海道 黒松内町","2005100000","2005年度","","13.104","","31.415",""
"01393","北海道 黒松内町","2000100000","2000年度","","14.246","","28.381",""
"01393","北海道 黒松内町","1995100000","1995年度","","14.090","","23.510",""
"01393","北海道 黒松内町","1990100000","1990年度","","16.196","","20.499",""
"01393","北海道 黒松内町","1985100000","1985年度","","19.886","","17.252",""
"01393","北海道 黒松内町","1980100000","1980年度","","22.308","","14.541",""
"01394","北海道 蘭越町","2015100000","2015年度","","10.448","","37.188",""
"01394","北海道 蘭越町","2010100000","2010年度","","12.113","","32.993",""
"01394","北海道 蘭越町","2005100000","2005年度","","13.220","","30.265",""
